ID_CVE,Confidencialidad,Integridad,Disponibilidad,Economico,Ideologico,Difamacion,Desafio_Intelectual,Destruccion,Secuestro,Obtencion,Ano_CVE,Identificador_CVE,genera,Tipo_de_vulnerabilidad,ID_ATT,Ano_ATT,Identificador_ATT,afectaAlPais,afectaLaEmpresa,Capa_del_ataque,Tipo_de_producto_afectado
CVE-2014-1,Baja,Baja,Baja,No,No,No,Si,No,No,No,2014,1,ATT-2014-1,Memory_Corruption,ATT-2014-1,2014,1,Austria,Accenture,Red_Internet,Linux
CVE-2017-2,Baja,Alta,Alta,Si,Si,No,Si,Si,No,Si,2017,2,ATT-2017-2,Gain_Information,ATT-2017-2,2017,2,Polonia,Renault,Red_Internet,Linux
CVE-2020-3,Alta,Baja,Normal,No,No,No,Si,Si,No,No,2020,3,ATT-2020-3,Http_Response_Splitting,ATT-2020-3,2020,3,Bulgaria,Carrefour,Red_Internet,Mac
CVE-2014-4,Baja,Alta,Alta,No,No,Si,Si,No,Si,Si,2014,4,ATT-2014-4,DoS,ATT-2014-4,2014,4,Austria,Ford,Red_Adyacente,Linux
CVE-2013-5,Normal,Alta,Baja,No,No,No,No,No,No,Si,2013,5,ATT-2013-5,XSS,ATT-2013-5,2013,5,Rumania,Accenture,Fisica,iOs
CVE-2022-6,Alta,Normal,Alta,Si,No,No,Si,No,Si,Si,2022,6,ATT-2022-6,Sql_injection,ATT-2022-6,2022,6,Francia,BBVA,Red_Local,iOs
CVE-2018-7,Normal,Normal,Alta,No,Si,Si,Si,Si,No,Si,2018,7,ATT-2018-7,Sql_injection,ATT-2018-7,2018,7,Suiza,Repsol,Red_Internet,Hardware
CVE-2013-8,Normal,Baja,Alta,Si,No,Si,No,Si,No,Si,2013,8,ATT-2013-8,Gain_Information,ATT-2013-8,2013,8,Italia,Endesa,Red_Adyacente,Windows
CVE-2011-9,Alta,Alta,Normal,Si,No,Si,Si,Si,Si,Si,2011,9,ATT-2011-9,Memory_Corruption,ATT-2011-9,2011,9,Polonia,Iberdrola,Red_Internet,Android
CVE-2017-10,Alta,Alta,Normal,Si,No,No,No,No,Si,No,2017,10,ATT-2017-10,Overflow,ATT-2017-10,2017,10,Dinamarca,Seat,Fisica,Android
CVE-2018-11,Normal,Alta,Baja,Si,No,No,No,No,No,Si,2018,11,ATT-2018-11,Overflow,ATT-2018-11,2018,11,Portugal,Telefonica,Red_Internet,iOs
CVE-2018-12,Alta,Alta,Alta,Si,Si,No,No,Si,No,Si,2018,12,ATT-2018-12,Code_Execution,ATT-2018-12,2018,12,Portugal,Mercadona,Fisica,Software
CVE-2019-13,Alta,Baja,Alta,Si,No,Si,Si,No,Si,No,2019,13,ATT-2019-13,XSS,ATT-2019-13,2019,13,Italia,Iberdrola,Red_Adyacente,Software
CVE-2016-14,Alta,Baja,Baja,No,No,Si,No,No,Si,Si,2016,14,ATT-2016-14,Gain_Privileges,ATT-2016-14,2016,14,Suiza,Iberdrola,Red_Internet,Linux
CVE-2018-15,Normal,Alta,Normal,No,No,No,Si,Si,Si,Si,2018,15,ATT-2018-15,Code_Execution,ATT-2018-15,2018,15,Italia,Endesa,Red_Adyacente,Mac
CVE-2017-16,Normal,Baja,Baja,Si,No,Si,Si,Si,Si,No,2017,16,ATT-2017-16,Code_Execution,ATT-2017-16,2017,16,Bulgaria,Repsol,Red_Internet,Windows
CVE-2018-17,Alta,Normal,Baja,Si,No,Si,Si,Si,Si,No,2018,17,ATT-2018-17,Overflow,ATT-2018-17,2018,17,Bulgaria,Seat,Red_Local,iOs
CVE-2016-18,Alta,Normal,Normal,Si,Si,Si,No,No,No,Si,2016,18,ATT-2016-18,DoS,ATT-2016-18,2016,18,Polonia,Iberdrola,Red_Internet,Linux
CVE-2014-19,Baja,Alta,Baja,Si,Si,No,Si,No,No,No,2014,19,ATT-2014-19,Code_Execution,ATT-2014-19,2014,19,Suecia,Carrefour,Red_Local,Mac
CVE-2014-20,Normal,Alta,Normal,No,Si,Si,Si,Si,Si,Si,2014,20,ATT-2014-20,Code_Execution,ATT-2014-20,2014,20,Portugal,Seat,Fisica,Android
CVE-2021-21,Normal,Alta,Alta,No,Si,No,No,No,Si,Si,2021,21,ATT-2021-21,Memory_Corruption,ATT-2021-21,2021,21,Rumania,Cepsa,Red_Adyacente,Linux
CVE-2011-22,Baja,Alta,Alta,No,Si,Si,Si,Si,Si,Si,2011,22,ATT-2011-22,XSS,ATT-2011-22,2011,22,Bulgaria,Repsol,Red_Adyacente,Android
CVE-2018-23,Alta,Baja,Baja,No,No,No,Si,Si,No,No,2018,23,ATT-2018-23,Http_Response_Splitting,ATT-2018-23,2018,23,Suecia,Endesa,Red_Local,Android
CVE-2018-24,Normal,Normal,Alta,Si,No,Si,Si,No,Si,No,2018,24,ATT-2018-24,Gain_Privileges,ATT-2018-24,2018,24,Espana,Endesa,Red_Local,Hardware
CVE-2014-25,Alta,Baja,Baja,Si,Si,Si,Si,Si,Si,No,2014,25,ATT-2014-25,Code_Execution,ATT-2014-25,2014,25,Francia,Accenture,Red_Local,Windows
CVE-2011-26,Alta,Alta,Alta,No,Si,Si,Si,Si,No,No,2011,26,ATT-2011-26,XSS,ATT-2011-26,2011,26,Alemania,Seat,Red_Internet,Hardware
CVE-2011-27,Alta,Baja,Baja,Si,Si,Si,No,Si,Si,No,2011,27,ATT-2011-27,XSS,ATT-2011-27,2011,27,Suiza,Ford,Red_Local,Android
CVE-2011-28,Normal,Baja,Normal,No,Si,No,Si,Si,Si,No,2011,28,ATT-2011-28,Sql_injection,ATT-2011-28,2011,28,Suiza,Ford,Red_Internet,Mac
CVE-2010-29,Baja,Alta,Alta,Si,Si,No,No,Si,No,No,2010,29,ATT-2010-29,DoS,ATT-2010-29,2010,29,Polonia,Ford,Red_Adyacente,Linux
CVE-2016-30,Normal,Baja,Normal,Si,No,Si,Si,Si,No,Si,2016,30,ATT-2016-30,Sql_injection,ATT-2016-30,2016,30,Suiza,BBVA,Red_Adyacente,Software
CVE-2012-31,Baja,Alta,Alta,Si,No,Si,Si,No,Si,Si,2012,31,ATT-2012-31,Overflow,ATT-2012-31,2012,31,Dinamarca,BBVA,Red_Adyacente,Android
CVE-2021-32,Normal,Baja,Alta,No,No,Si,Si,No,Si,Si,2021,32,ATT-2021-32,Http_Response_Splitting,ATT-2021-32,2021,32,Alemania,Iberdrola,Red_Internet,Mac
CVE-2021-33,Baja,Baja,Alta,Si,No,Si,No,No,Si,Si,2021,33,ATT-2021-33,Http_Response_Splitting,ATT-2021-33,2021,33,Suecia,Carrefour,Red_Internet,Software
CVE-2011-34,Normal,Baja,Baja,Si,No,Si,Si,No,Si,No,2011,34,ATT-2011-34,DoS,ATT-2011-34,2011,34,Polonia,Cepsa,Red_Local,Linux
CVE-2022-35,Alta,Baja,Normal,Si,Si,No,Si,No,No,No,2022,35,ATT-2022-35,Memory_Corruption,ATT-2022-35,2022,35,Dinamarca,Carrefour,Red_Internet,Linux
CVE-2010-36,Baja,Baja,Baja,No,No,No,Si,No,Si,Si,2010,36,ATT-2010-36,XSS,ATT-2010-36,2010,36,Dinamarca,BBVA,Red_Adyacente,Software
CVE-2016-37,Baja,Alta,Alta,No,Si,No,Si,No,No,No,2016,37,ATT-2016-37,Sql_injection,ATT-2016-37,2016,37,Alemania,Endesa,Red_Local,Android
CVE-2011-38,Alta,Baja,Alta,No,No,No,No,Si,No,No,2011,38,ATT-2011-38,Gain_Information,ATT-2011-38,2011,38,Francia,Accenture,Fisica,Software
CVE-2011-39,Normal,Alta,Normal,Si,No,No,Si,No,Si,Si,2011,39,ATT-2011-39,Sql_injection,ATT-2011-39,2011,39,Alemania,Inditex,Red_Internet,Mac
CVE-2019-40,Alta,Baja,Baja,No,No,Si,No,Si,Si,Si,2019,40,ATT-2019-40,Overflow,ATT-2019-40,2019,40,Finlandia,Renault,Red_Adyacente,Software
CVE-2017-41,Normal,Baja,Alta,Si,Si,Si,No,Si,Si,Si,2017,41,ATT-2017-41,Memory_Corruption,ATT-2017-41,2017,41,Bulgaria,Santander,Red_Local,Linux
CVE-2018-42,Normal,Baja,Alta,Si,No,Si,No,Si,Si,No,2018,42,ATT-2018-42,Sql_injection,ATT-2018-42,2018,42,Suiza,Santander,Red_Local,Hardware
CVE-2012-43,Normal,Baja,Baja,Si,Si,Si,Si,No,No,Si,2012,43,ATT-2012-43,Gain_Privileges,ATT-2012-43,2012,43,Grecia,Inditex,Red_Adyacente,Windows
CVE-2016-44,Alta,Alta,Alta,Si,No,No,No,Si,Si,Si,2016,44,ATT-2016-44,Gain_Information,ATT-2016-44,2016,44,Rumania,Telefonica,Red_Adyacente,Android
CVE-2015-45,Baja,Baja,Normal,Si,No,No,Si,Si,No,Si,2015,45,ATT-2015-45,Overflow,ATT-2015-45,2015,45,Grecia,BBVA,Fisica,Windows
CVE-2018-46,Baja,Alta,Normal,No,Si,Si,No,Si,Si,No,2018,46,ATT-2018-46,Code_Execution,ATT-2018-46,2018,46,Francia,Ford,Red_Adyacente,Windows
CVE-2016-47,Alta,Alta,Baja,No,Si,Si,No,Si,Si,No,2016,47,ATT-2016-47,Gain_Information,ATT-2016-47,2016,47,Rumania,Caixabank,Red_Internet,Software
CVE-2021-48,Alta,Normal,Baja,Si,No,Si,No,Si,No,No,2021,48,ATT-2021-48,DoS,ATT-2021-48,2021,48,Suecia,Iberdrola,Fisica,Linux
CVE-2016-49,Baja,Alta,Baja,No,No,Si,Si,Si,Si,Si,2016,49,ATT-2016-49,DoS,ATT-2016-49,2016,49,Grecia,Renault,Red_Local,Hardware
CVE-2012-50,Normal,Alta,Normal,Si,No,No,Si,No,No,Si,2012,50,ATT-2012-50,Sql_injection,ATT-2012-50,2012,50,Suiza,Ford,Fisica,Software
CVE-2019-51,Alta,Normal,Normal,No,No,Si,Si,Si,Si,Si,2019,51,ATT-2019-51,Sql_injection,ATT-2019-51,2019,51,Portugal,Renault,Red_Adyacente,Hardware
CVE-2014-52,Alta,Baja,Baja,Si,Si,No,No,No,Si,Si,2014,52,ATT-2014-52,Gain_Privileges,ATT-2014-52,2014,52,Alemania,Inditex,Red_Internet,iOs
CVE-2015-53,Baja,Normal,Normal,No,No,Si,No,Si,Si,Si,2015,53,ATT-2015-53,Gain_Information,ATT-2015-53,2015,53,Dinamarca,Inditex,Red_Internet,Hardware
CVE-2014-54,Normal,Normal,Alta,No,Si,Si,No,Si,No,Si,2014,54,ATT-2014-54,Overflow,ATT-2014-54,2014,54,Portugal,Inditex,Fisica,iOs
CVE-2019-55,Baja,Normal,Normal,No,No,No,Si,No,Si,No,2019,55,ATT-2019-55,Overflow,ATT-2019-55,2019,55,Polonia,Inditex,Fisica,Windows
CVE-2021-56,Normal,Normal,Normal,Si,No,Si,No,Si,Si,No,2021,56,ATT-2021-56,Overflow,ATT-2021-56,2021,56,Dinamarca,Carrefour,Red_Internet,Windows
CVE-2015-57,Baja,Baja,Alta,Si,No,Si,Si,Si,Si,Si,2015,57,ATT-2015-57,Memory_Corruption,ATT-2015-57,2015,57,Italia,Ford,Red_Local,iOs
CVE-2021-58,Baja,Alta,Baja,No,No,No,Si,Si,No,Si,2021,58,ATT-2021-58,Code_Execution,ATT-2021-58,2021,58,Finlandia,Accenture,Fisica,iOs
CVE-2013-59,Normal,Normal,Normal,No,No,Si,Si,No,No,No,2013,59,ATT-2013-59,DoS,ATT-2013-59,2013,59,Suecia,Cepsa,Red_Local,Windows
CVE-2016-60,Alta,Baja,Baja,No,No,No,Si,Si,Si,Si,2016,60,ATT-2016-60,Overflow,ATT-2016-60,2016,60,Grecia,Accenture,Red_Adyacente,Hardware
CVE-2022-61,Baja,Alta,Alta,Si,Si,No,No,Si,Si,No,2022,61,ATT-2022-61,XSS,ATT-2022-61,2022,61,Suiza,Iberdrola,Fisica,Software
CVE-2017-62,Normal,Alta,Normal,Si,No,No,No,Si,No,Si,2017,62,ATT-2017-62,Overflow,ATT-2017-62,2017,62,Rumania,Seat,Fisica,Mac
CVE-2010-63,Alta,Baja,Alta,Si,No,No,No,No,No,Si,2010,63,ATT-2010-63,DoS,ATT-2010-63,2010,63,Finlandia,Endesa,Red_Adyacente,Windows
CVE-2014-64,Baja,Alta,Alta,No,Si,No,Si,No,Si,No,2014,64,ATT-2014-64,Sql_injection,ATT-2014-64,2014,64,Rumania,Mercadona,Fisica,Hardware
CVE-2010-65,Baja,Normal,Normal,Si,Si,Si,No,No,Si,Si,2010,65,ATT-2010-65,XSS,ATT-2010-65,2010,65,Italia,Telefonica,Fisica,Windows
CVE-2013-66,Baja,Normal,Alta,No,No,No,No,Si,Si,No,2013,66,ATT-2013-66,Code_Execution,ATT-2013-66,2013,66,Francia,Endesa,Fisica,Android
CVE-2022-67,Normal,Baja,Normal,Si,No,Si,No,Si,Si,No,2022,67,ATT-2022-67,Code_Execution,ATT-2022-67,2022,67,Bulgaria,Accenture,Red_Adyacente,Mac
CVE-2021-68,Normal,Alta,Baja,Si,Si,Si,Si,Si,No,No,2021,68,ATT-2021-68,Code_Execution,ATT-2021-68,2021,68,Espana,Repsol,Red_Internet,Windows
CVE-2013-69,Alta,Baja,Baja,No,Si,No,No,No,No,Si,2013,69,ATT-2013-69,XSS,ATT-2013-69,2013,69,Suiza,Caixabank,Red_Local,Software
CVE-2018-70,Normal,Alta,Baja,No,No,No,Si,Si,No,Si,2018,70,ATT-2018-70,XSS,ATT-2018-70,2018,70,Rumania,Accenture,Fisica,Hardware
CVE-2021-71,Baja,Baja,Normal,Si,No,Si,No,Si,Si,Si,2021,71,ATT-2021-71,Http_Response_Splitting,ATT-2021-71,2021,71,Italia,Seat,Red_Internet,Software
CVE-2021-72,Alta,Baja,Normal,Si,Si,No,Si,Si,Si,No,2021,72,ATT-2021-72,Gain_Information,ATT-2021-72,2021,72,Francia,Caixabank,Red_Local,Hardware
CVE-2018-73,Normal,Alta,Baja,Si,Si,Si,Si,No,Si,Si,2018,73,ATT-2018-73,Sql_injection,ATT-2018-73,2018,73,Bulgaria,Accenture,Red_Internet,Software
CVE-2014-74,Baja,Alta,Normal,No,Si,Si,No,No,No,Si,2014,74,ATT-2014-74,DoS,ATT-2014-74,2014,74,Francia,Repsol,Red_Internet,Windows
CVE-2019-75,Normal,Baja,Alta,Si,No,No,No,Si,No,Si,2019,75,ATT-2019-75,Overflow,ATT-2019-75,2019,75,Alemania,Ford,Red_Local,Android
CVE-2021-76,Baja,Baja,Baja,Si,Si,Si,No,Si,No,No,2021,76,ATT-2021-76,DoS,ATT-2021-76,2021,76,Dinamarca,Accenture,Red_Internet,iOs
CVE-2015-77,Normal,Normal,Normal,Si,No,Si,Si,Si,Si,No,2015,77,ATT-2015-77,XSS,ATT-2015-77,2015,77,Bulgaria,Seat,Fisica,Linux
CVE-2010-78,Alta,Normal,Baja,No,No,No,Si,No,Si,Si,2010,78,ATT-2010-78,Http_Response_Splitting,ATT-2010-78,2010,78,Alemania,Iberdrola,Fisica,Software
CVE-2013-79,Baja,Normal,Baja,No,No,No,Si,No,Si,No,2013,79,ATT-2013-79,Gain_Privileges,ATT-2013-79,2013,79,Alemania,BBVA,Fisica,Hardware
CVE-2018-80,Baja,Baja,Baja,Si,Si,No,No,Si,Si,Si,2018,80,ATT-2018-80,Memory_Corruption,ATT-2018-80,2018,80,Suiza,Renault,Red_Internet,Android
CVE-2020-81,Alta,Baja,Normal,Si,Si,No,No,Si,Si,No,2020,81,ATT-2020-81,Memory_Corruption,ATT-2020-81,2020,81,Dinamarca,Carrefour,Red_Local,iOs
CVE-2010-82,Normal,Baja,Baja,No,Si,Si,Si,Si,Si,Si,2010,82,ATT-2010-82,Memory_Corruption,ATT-2010-82,2010,82,Alemania,Inditex,Red_Adyacente,iOs
CVE-2017-83,Alta,Normal,Baja,Si,No,Si,Si,Si,Si,Si,2017,83,ATT-2017-83,Sql_injection,ATT-2017-83,2017,83,Austria,Accenture,Red_Internet,Mac
CVE-2019-84,Baja,Alta,Baja,Si,No,No,Si,Si,No,Si,2019,84,ATT-2019-84,Sql_injection,ATT-2019-84,2019,84,Francia,Seat,Fisica,Android
CVE-2015-85,Baja,Normal,Baja,Si,No,No,No,No,No,No,2015,85,ATT-2015-85,Sql_injection,ATT-2015-85,2015,85,Polonia,Ford,Fisica,iOs
CVE-2021-86,Alta,Baja,Alta,No,No,No,No,No,No,Si,2021,86,ATT-2021-86,DoS,ATT-2021-86,2021,86,Francia,Cepsa,Red_Adyacente,Hardware
CVE-2012-87,Alta,Alta,Alta,Si,No,Si,No,No,Si,Si,2012,87,ATT-2012-87,Http_Response_Splitting,ATT-2012-87,2012,87,Alemania,Carrefour,Fisica,Linux
CVE-2022-88,Alta,Baja,Normal,No,Si,No,Si,No,No,Si,2022,88,ATT-2022-88,Sql_injection,ATT-2022-88,2022,88,Alemania,Cepsa,Red_Local,Android
CVE-2014-89,Baja,Normal,Alta,No,Si,Si,No,Si,No,No,2014,89,ATT-2014-89,Code_Execution,ATT-2014-89,2014,89,Espana,Renault,Red_Adyacente,Linux
CVE-2017-90,Normal,Normal,Normal,Si,No,Si,No,Si,No,Si,2017,90,ATT-2017-90,Overflow,ATT-2017-90,2017,90,Grecia,Repsol,Red_Local,Windows
CVE-2016-91,Alta,Alta,Normal,Si,Si,Si,Si,No,No,No,2016,91,ATT-2016-91,Gain_Information,ATT-2016-91,2016,91,Francia,Cepsa,Red_Internet,Software
CVE-2021-92,Alta,Alta,Baja,No,No,No,No,No,No,Si,2021,92,ATT-2021-92,Gain_Information,ATT-2021-92,2021,92,Rumania,Caixabank,Fisica,iOs
CVE-2022-93,Normal,Normal,Normal,Si,Si,No,No,No,Si,Si,2022,93,ATT-2022-93,XSS,ATT-2022-93,2022,93,Suecia,Repsol,Red_Adyacente,Hardware
CVE-2021-94,Baja,Alta,Normal,No,No,Si,Si,No,No,No,2021,94,ATT-2021-94,Memory_Corruption,ATT-2021-94,2021,94,Dinamarca,Caixabank,Red_Local,Mac
CVE-2016-95,Normal,Normal,Alta,No,No,No,No,Si,Si,Si,2016,95,ATT-2016-95,DoS,ATT-2016-95,2016,95,Alemania,Renault,Red_Local,Mac
CVE-2011-96,Baja,Baja,Normal,No,Si,No,No,Si,No,Si,2011,96,ATT-2011-96,Gain_Information,ATT-2011-96,2011,96,Italia,BBVA,Red_Local,Software
CVE-2010-97,Normal,Alta,Alta,Si,No,No,No,Si,No,Si,2010,97,ATT-2010-97,XSS,ATT-2010-97,2010,97,Suecia,Iberdrola,Fisica,Linux
CVE-2017-98,Alta,Alta,Alta,Si,No,No,Si,Si,Si,Si,2017,98,ATT-2017-98,Memory_Corruption,ATT-2017-98,2017,98,Grecia,Carrefour,Red_Internet,Android
CVE-2020-99,Normal,Normal,Normal,Si,Si,No,Si,No,No,No,2020,99,ATT-2020-99,Sql_injection,ATT-2020-99,2020,99,Finlandia,Caixabank,Red_Adyacente,Windows
CVE-2014-100,Alta,Baja,Alta,Si,No,No,Si,No,Si,Si,2014,100,ATT-2014-100,XSS,ATT-2014-100,2014,100,Italia,Ford,Red_Adyacente,Mac
CVE-2010-101,Baja,Baja,Baja,No,No,No,No,No,No,No,2010,101,ATT-2010-101,Overflow,ATT-2010-101,2010,101,Italia,Ford,Red_Internet,Software
